Id,SalePrice
1711,291032.0
1712,249895.0
1713,252031.0
1714,212359.0
1715,211557.0
1716,183689.0
1717,188193.0
1718,128080.0
1719,229122.0
1720,245525.0
1721,171062.0
1722,123766.0
1723,175547.0
1724,213934.0
1725,254579.0
1726,183479.0
1727,133864.0
1728,186219.0
1729,183635.0
1730,162927.0
1731,124805.0
1732,136927.0
1733,109161.0
1734,122608.0
1735,124400.0
1736,126050.0
1737,253740.0
1738,266462.0
1739,262078.0
1740,206756.0
1741,198671.0
1742,177362.0
1743,179290.0
1744,314350.0
1745,180935.0
1746,170597.0
1747,210376.0
1748,193808.0
1749,157890.0
1750,130267.0
1751,208120.0
1752,121991.0
1753,138972.0
1754,185813.0
1755,162402.0
1756,141370.0
1757,122951.0
1758,163086.0
1759,171847.0
1760,162321.0
1761,153854.0
1762,176521.0
1763,182803.0
1764,116656.0
1765,139313.0
1766,169685.0
1767,184192.0
1768,139846.0
1769,171765.0
1770,165162.0
1771,124526.0
1772,124600.0
1773,134997.0
1774,145523.0
1775,152537.0
1776,120200.0
1777,97919.0
1778,127392.0
1779,111007.0
1780,193999.0
1781,122741.0
1782,86797.0
1783,145837.0
1784,115279.0
1785,118450.0
1786,143792.0
1787,164997.0
1788,83259.0
1789,84407.0
1790,95908.0
1791,166730.0
1792,148783.0
1793,147879.0
1794,149348.0
1795,131517.0
1796,142364.0
1797,126215.0
1798,116826.0
1799,124864.0
1800,136614.0
1801,133802.0
1802,141380.0
1803,154858.0
1804,139611.0
1805,153958.0
1806,130792.0
1807,143988.0
1808,122480.0
1809,107899.0
1810,148063.0
1811,79961.0
1812,87766.0
1813,123240.0
1814,71600.0
1815,50348.0
1816,82351.0
1817,113756.0
1818,144410.0
1819,137729.0
1820,73724.0
1821,98501.0
1822,151003.0
1823,51445.0
1824,129265.0
1825,157133.0
1826,124038.0
1827,101245.0
1828,130008.0
1829,90281.0
1830,137785.0
1831,148800.0
1832,77278.0
1833,129687.0
1834,122891.0
1835,131368.0
1836,96060.0
1837,84858.0
1838,119037.0
1839,111708.0
1840,164184.0
1841,137814.0
1842,85619.0
1843,147594.0
1844,159763.0
1845,145569.0
1846,142737.0
1847,166034.0
1848,57148.0
1849,106469.0
1850,111139.0
1851,140263.0
1852,125851.0
1853,140609.0
1854,170110.0
1855,183377.0
1856,212465.0
1857,131565.0
1858,124273.0
1859,116345.0
1860,161865.0
1861,116345.0
1862,267579.0
1863,267579.0
1864,267579.0
1865,389663.0
1866,365718.0
1867,239553.0
1868,281818.0
1869,195931.0
1870,245558.0
1871,281043.0
1872,188615.0
1873,230308.0
1874,116609.0
1875,191583.0
1876,201294.0
1877,204011.0
1878,208372.0
1879,135569.0
1880,133041.0
1881,220411.0
1882,243147.0
1883,189836.0
1884,191867.0
1885,254931.0
1886,270359.0
1887,223997.0
1888,254629.0
1889,169513.0
1890,133628.0
1891,125554.0
1892,99498.0
1893,114713.0
1894,118159.0
1895,129002.0
1896,122893.0
1897,129872.0
1898,132716.0
1899,169549.0
1900,180124.0
1901,181135.0
1902,137779.0
1903,221845.0
1904,169616.0
1905,203772.0
1906,164981.0
1907,198887.0
1908,105112.0
1909,138890.0
1910,121288.0
1911,203518.0
1912,292440.0
1913,164722.0
1914,80639.0
1915,310217.0
1916,84254.0
1917,243186.0
1918,141307.0
1919,161095.0
1920,143403.0
1921,413315.0
1922,344333.0
1923,187561.0
1924,223563.0
1925,199129.0
1926,368280.0
1927,116860.0
1928,165405.0
1929,121485.0
1930,129023.0
1931,138238.0
1932,140562.0
1933,212613.0
1934,179856.0
1935,179468.0
1936,195296.0
1937,174760.0
1938,190869.0
1939,295633.0
1940,214232.0
1941,170357.0
1942,173658.0
1943,248681.0
1944,437584.0
1945,422980.0
1946,128927.0
1947,355991.0
1948,167868.0
1949,240774.0
1950,189866.0
1951,237087.0
1952,174444.0
1953,179787.0
1954,189067.0
1955,157431.0
1956,271410.0
1957,131224.0
1958,279471.0
1959,145449.0
1960,111630.0
1961,126373.0
1962,94760.0
1963,115559.0
1964,120082.0
1965,160597.0
1966,155621.0
1967,288276.0
1968,453140.0
1969,389438.0
1970,453653.0
1971,430054.0
1972,374187.0
1973,300361.0
1974,357853.0
1975,435491.0
1976,300877.0
1977,365431.0
1978,396551.0
1979,332716.0
1980,210577.0
1981,355845.0
1982,224945.0
1983,213724.0
1984,185167.0
1985,239739.0
1986,206463.0
1987,207348.0
1988,188253.0
1989,194440.0
1990,217793.0
1991,235621.0
1992,231649.0
1993,174239.0
1994,196009.0
1995,191312.0
1996,275261.0
1997,343474.0
1998,297503.0
1999,332050.0
2000,340633.0
2001,302183.0
2002,260718.0
2003,275729.0
2004,291062.0
2005,225012.0
2006,226171.0
2007,241296.0
2008,216732.0
2009,198691.0
2010,186776.0
2011,145452.0
2012,167866.0
2013,182580.0
2014,179925.0
2015,216754.0
2016,199541.0
2017,191038.0
2018,127160.0
2019,124926.0
2020,110998.0
2021,109004.0
2022,191398.0
2023,146702.0
2024,294520.0
2025,398755.0
2026,189014.0
2027,170471.0
2028,148526.0
2029,174938.0
2030,266341.0
2031,267780.0
2032,302595.0
2033,266146.0
2034,185933.0
2035,223437.0
2036,229772.0
2037,222568.0
2038,243915.0
2039,248897.0
2040,341927.0
2041,286419.0
2042,202571.0
2043,159944.0
2044,159468.0
2045,200566.0
2046,139032.0
2047,159397.0
2048,136449.0
2049,130670.0
2050,176086.0
2051,96107.0
2052,118658.0
2053,141920.0
2054,104440.0
2055,153458.0
2056,145619.0
2057,109847.0
2058,234741.0
2059,134457.0
2060,171000.0
2061,148615.0
2062,120671.0
2063,135428.0
2064,148581.0
2065,120956.0
2066,151945.0
2067,124214.0
2068,129671.0
2069,79918.0
2070,99638.0
2071,101914.0
2072,121540.0
2073,151724.0
2074,191303.0
2075,159636.0
2076,133330.0
2077,147294.0
2078,128897.0
2079,135601.0
2080,126172.0
2081,127741.0
2082,122866.0
2083,148023.0
2084,110759.0
2085,118564.0
2086,132350.0
2087,122210.0
2088,94885.0
2089,63650.0
2090,139621.0
2091,119252.0
2092,127096.0
2093,110886.0
2094,91287.0
2095,148946.0
2096,72428.0
2097,95080.0
2098,134525.0
2099,92678.0
2100,79537.0
2101,118099.0
2102,118603.0
2103,101902.0
2104,112898.0
2105,118706.0
2106,66150.0
2107,187740.0
2108,107436.0
2109,89633.0
2110,122987.0
2111,151639.0
2112,138406.0
2113,134160.0
2114,133103.0
2115,166032.0
2116,114439.0
2117,147714.0
2118,137198.0
2119,117362.0
2120,139056.0
2121,108010.0
2122,115306.0
2123,96841.0
2124,159116.0
2125,115919.0
2126,176921.0
2127,139361.0
2128,138392.0
2129,97741.0
2130,140811.0
2131,154908.0
2132,131890.0
2133,105913.0
2134,130041.0
2135,87030.0
2136,68660.0
2137,127450.0
2138,143503.0
2139,153446.0
2140,137051.0
2141,170728.0
2142,122306.0
2143,128971.0
2144,98943.0
2145,131855.0
2146,173845.0
2147,167230.0
2148,166831.0
2149,157991.0
2150,271923.0
2151,109862.0
2152,149383.0
2153,145998.0
2154,97839.0
2155,144107.0
2156,266170.0
2157,226842.0
2158,246198.0
2159,191788.0
2160,167867.0
2161,233415.0
2162,374362.0
2163,373151.0
2164,250312.0
2165,219731.0
2166,135179.0
2167,230504.0
2168,199039.0
2169,208270.0
2170,216898.0
2171,139345.0
2172,150367.0
2173,155474.0
2174,209891.0
2175,302712.0
2176,305762.0
2177,231831.0
2178,224410.0
2179,142427.0
2180,208274.0
2181,201880.0
2182,209902.0
2183,190334.0
2184,121424.0
2185,138600.0
2186,156796.0
2187,162926.0
2188,165806.0
2189,308328.0
2190,85243.0
2191,77578.0
2192,96012.0
2193,109837.0
2194,125358.0
2195,99784.0
2196,137445.0
2197,129793.0
2198,149898.0
2199,192350.0
2200,155714.0
2201,175214.0
2202,235220.0
2203,150562.0
2204,193053.0
2205,111812.0
2206,154420.0
2207,230552.0
2208,244523.0
2209,227427.0
2210,129345.0
2211,110708.0
2212,110985.0
2213,111296.0
2214,143142.0
2215,96048.0
2216,125835.0
2217,81816.0
2218,109460.0
2219,112507.0
2220,108130.0
2221,311317.0
2222,290671.0
2223,342580.0
2224,232408.0
2225,119519.0
2226,164637.0
2227,190126.0
2228,279321.0
2229,220920.0
2230,142038.0
2231,217426.0
2232,173444.0
2233,208146.0
2234,249932.0
2235,218775.0
2236,224247.0
2237,296278.0
2238,201868.0
2239,108938.0
2240,173227.0
2241,150478.0
2242,123200.0
2243,125568.0
2244,84178.0
2245,121318.0
2246,144088.0
2247,101053.0
2248,127593.0
2249,131722.0
2250,138840.0
2251,107226.0
2252,169624.0
2253,163413.0
2254,170851.0
2255,187162.0
2256,174168.0
2257,203248.0
2258,168876.0
2259,174956.0
2260,169008.0
2261,234895.0
2262,234373.0
2263,423976.0
2264,491326.0
2265,178634.0
2266,352460.0
2267,387183.0
2268,367641.0
2269,152762.0
2270,196532.0
2271,199238.0
2272,217103.0
2273,144071.0
2274,181668.0
2275,159555.0
2276,204485.0
2277,188129.0
2278,152360.0
2279,134273.0
2280,118136.0
2281,172020.0
2282,164902.0
2283,122148.0
2284,134185.0
2285,150104.0
2286,130142.0
2287,368296.0
2288,275310.0
2289,355163.0
2290,399151.0
2291,307244.0
2292,398762.0
2293,431924.0
2294,452430.0
2295,428609.0
2296,249446.0
2297,370027.0
2298,392495.0
2299,376517.0
2300,320928.0
2301,341963.0
2302,240562.0
2303,241690.0
2304,234074.0
2305,199909.0
2306,199171.0
2307,207183.0
2308,239389.0
2309,313748.0
2310,222098.0
2311,213361.0
2312,180835.0
2313,158774.0
2314,156815.0
2315,168137.0
2316,202625.0
2317,173683.0
2318,160769.0
2319,162873.0
2320,173170.0
2321,259724.0
2322,179319.0
2323,193098.0
2324,192344.0
2325,191048.0
2326,169027.0
2327,209828.0
2328,225266.0
2329,186465.0
2330,187760.0
2331,357270.0
2332,478342.0
2333,314181.0
2334,265767.0
2335,308249.0
2336,329604.0
2337,197581.0
2338,243044.0
2339,224503.0
2340,337406.0
2341,218352.0
2342,239199.0
2343,221894.0
2344,228674.0
2345,225657.0
2346,211593.0
2347,202862.0
2348,237047.0
2349,207908.0
2350,309342.0
2351,263115.0
2352,233538.0
2353,251894.0
2354,139496.0
2355,147290.0
2356,165309.0
2357,195488.0
2358,191023.0
2359,119148.0
2360,120436.0
2361,143449.0
2362,217631.0
2363,164209.0
2364,189973.0
2365,219310.0
2366,207992.0
2367,207992.0
2368,217592.0
2369,194648.0
2370,177205.0
2371,159075.0
2372,195410.0
2373,277325.0
2374,282098.0
2375,224066.0
2376,253301.0
2377,305658.0
2378,154858.0
2379,200284.0
2380,146770.0
2381,146743.0
2382,199818.0
2383,178866.0
2384,224017.0
2385,179178.0
2386,132579.0
2387,128784.0
2388,129466.0
2389,139156.0
2390,158149.0
2391,151947.0
2392,109309.0
2393,178159.0
2394,158801.0
2395,200501.0
2396,143661.0
2397,202171.0
2398,127325.0
2399,70176.0
2400,80431.0
2401,128059.0
2402,134614.0
2403,148904.0
2404,156328.0
2405,153426.0
2406,142240.0
2407,130361.0
2408,146883.0
2409,122320.0
2410,164597.0
2411,120116.0
2412,146335.0
2413,117140.0
2414,151948.0
2415,138874.0
2416,140148.0
2417,144647.0
2418,128232.0
2419,116390.0
2420,130412.0
2421,137039.0
2422,122587.0
2423,124391.0
2424,142047.0
2425,259712.0
2426,146695.0
2427,134862.0
2428,186357.0
2429,125050.0
2430,122218.0
2431,110674.0
2432,142338.0
2433,132084.0
2434,134698.0
2435,143474.0
2436,111673.0
2437,119093.0
2438,132467.0
2439,91892.0
2440,123626.0
2441,83718.0
2442,84173.0
2443,107652.0
2444,134391.0
2445,102221.0
2446,136697.0
2447,183705.0
2448,149212.0
2449,129002.0
2450,145067.0
2451,141810.0
2452,153778.0
2453,78195.0
2454,118243.0
2455,133863.0
2456,112784.0
2457,149980.0
2458,161565.0
2459,108332.0
2460,141779.0
2461,134021.0
2462,134133.0
2463,125219.0
2464,151396.0
2465,134144.0
2466,126844.0
2467,168801.0
2468,97749.0
2469,67944.0
2470,192079.0
2471,183284.0
2472,139115.0
2473,117624.0
2474,82310.0
2475,183830.0
2476,118299.0
2477,114956.0
2478,146072.0
2479,96090.0
2480,168784.0
2481,136666.0
2482,145201.0
2483,106397.0
2484,125089.0
2485,134777.0
2486,134541.0
2487,191646.0
2488,182419.0
2489,150461.0
2490,151812.0
2491,106345.0
2492,195376.0
2493,173747.0
2494,147281.0
2495,96013.0
2496,274090.0
2497,139166.0
2498,112314.0
2499,77796.0
2500,121356.0
2501,141221.0
2502,144627.0
2503,82878.0
2504,178008.0
2505,219109.0
2506,233138.0
2507,267762.0
2508,233069.0
2509,223151.0
2510,218595.0
2511,167790.0
2512,213924.0
2513,223956.0
2514,302933.0
2515,152979.0
2516,189138.0
2517,144418.0
2518,144594.0
2519,261370.0
2520,227021.0
2521,196439.0
2522,221460.0
2523,117002.0
2524,153588.0
2525,173495.0
2526,143252.0
2527,119904.0
2528,128207.0
2529,144890.0
2530,123560.0
2531,228322.0
2532,213310.0
2533,197803.0
2534,239332.0
2535,265077.0
2536,239154.0
2537,279687.0
2538,187619.0
2539,167580.0
2540,172228.0
2541,184820.0
2542,169254.0
2543,133815.0
2544,120365.0
2545,136324.0
2546,125521.0
2547,157342.0
2548,140652.0
2549,158684.0
2550,526735.0
2551,139397.0
2552,127106.0
2553,58510.0
2554,113167.0
2555,107067.0
2556,114728.0
2557,103802.0
2558,133074.0
2559,131258.0
2560,169751.0
2561,186080.0
2562,159056.0
2563,158829.0
2564,227750.0
2565,155130.0
2566,194633.0
2567,134760.0
2568,218056.0
2569,237782.0
2570,127894.0
2571,204629.0
2572,148685.0
2573,237389.0
2574,318349.0
2575,138097.0
2576,114098.0
2577,162412.0
2578,85381.0
2579,77057.0
2580,122311.0
2581,132374.0
2582,100478.0
2583,224119.0
2584,167561.0
2585,203809.0
2586,202605.0
2587,191587.0
2588,137814.0
2589,159027.0
2590,202606.0
2591,219724.0
2592,170954.0
2593,240294.0
2594,188550.0
2595,234755.0
2596,262328.0
2597,203915.0
2598,306619.0
2599,313617.0
2600,141288.0
2601,178846.0
2602,82274.0
2603,86708.0
2604,87950.0
2605,70475.0
2606,138677.0
2607,181736.0
2608,207843.0
2609,172912.0
2610,106013.0
2611,111984.0
2612,155705.0
2613,134157.0
2614,120307.0
2615,159202.0
2616,142411.0
2617,183556.0
2618,265882.0
2619,188248.0
2620,189934.0
2621,170636.0
2622,172019.0
2623,232456.0
2624,276212.0
2625,285064.0
2626,176181.0
2627,185378.0
2628,511142.0
2629,505837.0
2630,433117.0
2631,454834.0
2632,493058.0
2633,338322.0
2634,446804.0
2635,150633.0
2636,174610.0
2637,216088.0
2638,220958.0
2639,200466.0
2640,158482.0
2641,107264.0
2642,155956.0
2643,115785.0
2644,140193.0
2645,126592.0
2646,108492.0
2647,117219.0
2648,146058.0
2649,149291.0
2650,147619.0
2651,153473.0
2652,362740.0
2653,258860.0
2654,256948.0
2655,394276.0
2656,364339.0
2657,327219.0
2658,281246.0
2659,340103.0
2660,366043.0
2661,364187.0
2662,387758.0
2663,289558.0
2664,304605.0
2665,345037.0
2666,298015.0
2667,170189.0
2668,187112.0
2669,158230.0
2670,268180.0
2671,176360.0
2672,192646.0
2673,201146.0
2674,188759.0
2675,198718.0
2676,189458.0
2677,189005.0
2678,255390.0
2679,297563.0
2680,296186.0
2681,458613.0
2682,338253.0
2683,538020.0
2684,368847.0
2685,355915.0
2686,231928.0
2687,294079.0
2688,198184.0
2689,205578.0
2690,377780.0
2691,185662.0
2692,132940.0
2693,178891.0
2694,124280.0
2695,183242.0
2696,175610.0
2697,180827.0
2698,183866.0
2699,153545.0
2700,148033.0
2701,165930.0
2702,128744.0
2703,130056.0
2704,145634.0
2705,113098.0
2706,117330.0
2707,129691.0
2708,120453.0
2709,119994.0
2710,139449.0
2711,219351.0
2712,407383.0
2713,198602.0
2714,150883.0
2715,162461.0
2716,143502.0
2717,213205.0
2718,222234.0
2719,158192.0
2720,185746.0
2721,131087.0
2722,163181.0
2723,161992.0
2724,138274.0
2725,127869.0
2726,139343.0
2727,176081.0
2728,177292.0
2729,169893.0
2730,138555.0
2731,125256.0
2732,128770.0
2733,159500.0
2734,151321.0
2735,145307.0
2736,144894.0
2737,121643.0
2738,133389.0
2739,147690.0
2740,128831.0
2741,141117.0
2742,173614.0
2743,147901.0
2744,158668.0
2745,149933.0
2746,132101.0
2747,162371.0
2748,143011.0
2749,130976.0
2750,135498.0
2751,130140.0
2752,178153.0
2753,146819.0
2754,246859.0
2755,139452.0
2756,100454.0
2757,57347.0
2758,122359.0
2759,150975.0
2760,134520.0
2761,145059.0
2762,141545.0
2763,172333.0
2764,148757.0
2765,275646.0
2766,131116.0
2767,89606.0
2768,120243.0
2769,120235.0
2770,156765.0
2771,121603.0
2772,104974.0
2773,143251.0
2774,108889.0
2775,128607.0
2776,140595.0
2777,152527.0
2778,119475.0
2779,126364.0
2780,93377.0
2781,80393.0
2782,79849.0
2783,76770.0
2784,115742.0
2785,122637.0
2786,74648.0
2787,122180.0
2788,52763.0
2789,164301.0
2790,91649.0
2791,102672.0
2792,45448.0
2793,165877.0
2794,110900.0
2795,126592.0
2796,94939.0
2797,148302.0
2798,112479.0
2799,111301.0
2800,63153.0
2801,94402.0
2802,143910.0
2803,146849.0
2804,119064.0
2805,98253.0
2806,63112.0
2807,172900.0
2808,158977.0
2809,139557.0
2810,135423.0
2811,166235.0
2812,174087.0
2813,136782.0
2814,141303.0
2815,88738.0
2816,212233.0
2817,176141.0
2818,144674.0
2819,190217.0
2820,152684.0
2821,116965.0
2822,185106.0
2823,277226.0
2824,175016.0
2825,139458.0
2826,126228.0
2827,129009.0
2828,217515.0
2829,168698.0
2830,211617.0
2831,191680.0
2832,193817.0
2833,328074.0
2834,224095.0
2835,215093.0
2836,200489.0
2837,179376.0
2838,149535.0
2839,188859.0
2840,196138.0
2841,212810.0
2842,215856.0
2843,163108.0
2844,170035.0
2845,104991.0
2846,204339.0
2847,222237.0
2848,221033.0
2849,200988.0
2850,285538.0
2851,242504.0
2852,244849.0
2853,241266.0
2854,131298.0
2855,199506.0
2856,202525.0
2857,179320.0
2858,178353.0
2859,137964.0
2860,134688.0
2861,112900.0
2862,199327.0
2863,120472.0
2864,220390.0
2865,120053.0
2866,144483.0
2867,108085.0
2868,99172.0
2869,116518.0
2870,141443.0
2871,98199.0
2872,74324.0
2873,94866.0
2874,118789.0
2875,114266.0
2876,195446.0
2877,119738.0
2878,184033.0
2879,132145.0
2880,111696.0
2881,143648.0
2882,167794.0
2883,211288.0
2884,236577.0
2885,205873.0
2886,209720.0
2887,89609.0
2888,137232.0
2889,50905.0
2890,74897.0
2891,128869.0
2892,45332.0
2893,125003.0
2894,68269.0
2895,299261.0
2896,270131.0
2897,205108.0
2898,154469.0
2899,209844.0
2900,164678.0
2901,189089.0
2902,183556.0
2903,286246.0
2904,325523.0
2905,104718.0
2906,196067.0
2907,100043.0
2908,114972.0
2909,155018.0
2910,79769.0
2911,80722.0
2912,146180.0
2913,82763.0
2914,70603.0
2915,83437.0
2916,82830.0
2917,186546.0
2918,111704.0
2919,234345.0
